eventId,index,filename,source,caption,url,bytes,contentType
"bay-sail","3","bay-sail/03-Boats-sailing-off-Tiburon-in-the-San-Francisco-Bay-131.jpg","Wikimedia Commons","Boats sailing off Tiburon in the San Francisco Bay 131","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Boats_sailing_off_Tiburon_in_the_San_Francisco_Bay_131.jpg/960px-Boats_sailing_off_Tiburon_in_the_San_Francisco_Bay_131.jpg","137501","image/jpeg"
"bay-sail","4","bay-sail/04-Sailboat-in-San-Francisco-Bay.jpg","Wikimedia Commons","Sailboat in San Francisco Bay","https://upload.wikimedia.org/wikipedia/commons/b/b1/Sailboat_in_San_Francisco_Bay.jpg","2737996","image/jpeg"
"kayak-sup","1","kayak-sup/01-Kayakers-on-Richardson-Bay-near-Sausalito.jpg","Flickr","Kayakers on Richardson Bay near Sausalito","https://live.staticflickr.com/7395/12461616355_3f5f875b57_b.jpg","236695","image/jpeg"
"kayak-sup","2","kayak-sup/02-Group-kayaking-on-the-Bay-with-city-water-context.jpg","Flickr / 350.org","Group kayaking on the Bay with city-water context","https://live.staticflickr.com/2471/4043864773_3069f13cba_b.jpg","163766","image/jpeg"
"kayak-sup","3","kayak-sup/03-Paddling-near-Sausalito-with-waterfront-and-hills-behind.jpg","Flickr / Scott Hess","Paddling near Sausalito with waterfront and hills behind","https://live.staticflickr.com/65535/52263900310_e5f5d82ed3_b.jpg","333717","image/jpeg"
"kayak-sup","4","kayak-sup/04-Kayak-group-on-calm-Bay-water-for-a-low-key-founder-outing.jpg","Flickr","Kayak group on calm Bay water for a low-key founder outing","https://live.staticflickr.com/65535/51349870516_b35dd94ea7_b.jpg","190662","image/jpeg"
"exploratorium-after-dark","1","exploratorium-after-dark/01-Exploratorium-After-Dark-hands-on-science-event.jpg","Exploratorium / Flickr","Exploratorium After Dark hands-on science event","https://live.staticflickr.com/5070/5617646014_9d1372dba5_c.jpg","78832","image/jpeg"
"exploratorium-after-dark","2","exploratorium-after-dark/02-Exploratorium-After-Dark-visitors-with-hands-on-exhibits-and-cocktails.jpg","Exploratorium / Flickr","Exploratorium After Dark visitors with hands-on exhibits and cocktails","https://live.staticflickr.com/4052/5076761048_3b966f3661_c.jpg","86263","image/jpeg"
"exploratorium-after-dark","3","exploratorium-after-dark/03-Exploratorium-entrance-at-Pier-15-SF-Nov-2015.jpg","Wikimedia Commons","Exploratorium entrance at Pier 15, SF (Nov 2015)","https://upload.wikimedia.org/wikipedia/commons/9/92/Exploratorium_entrance_at_Pier_15%2C_SF_%28Nov_2015%29.jpg","4158421","image/jpeg"
"exploratorium-after-dark","4","exploratorium-after-dark/04-Exploratorium-After-Dark-event-activity-inside-the-museum.jpg","Exploratorium / Flickr","Exploratorium After Dark event activity inside the museum","https://live.staticflickr.com/6122/6032997455_d94f7fb1f8_c.jpg","96485","image/jpeg"
"palace-games-attraction","1","palace-games-attraction/01-The-Attraction-room-environment-from-Palace-Games.jpg","Palace Games","The Attraction room environment from Palace Games","https://palace-games.com/wp-content/uploads/2025/03/Attraction_Carousel_1.jpg","222108","image/jpeg"
"palace-games-attraction","2","palace-games-attraction/02-Puzzle-room-detail-from-The-Attraction.jpg","Palace Games","Puzzle-room detail from The Attraction","https://palace-games.com/wp-content/uploads/2025/03/Attraction_Carousel_2.jpg","225887","image/jpeg"
"palace-games-attraction","3","palace-games-attraction/03-Immersive-set-piece-from-the-Palace-Games-experience.jpg","Palace Games","Immersive set piece from the Palace Games experience","https://palace-games.com/wp-content/uploads/2025/03/Attraction_Carousel_5.jpg","198341","image/jpeg"
"palace-games-attraction","4","palace-games-attraction/04-Team-building-room-setup-for-a-private-founder-group.webp","Palace Games","Team-building room setup for a private founder group","https://palace-games.com/wp-content/uploads/2025/06/team-building-room-page3-copy.webp","113954","image/webp"
"long-now","1","long-now/01-Long-Now-salon-event-at-The-Interval.jpg","Long Now","Long Now salon event at The Interval","https://static.longnow.org/2025/07/interval-020250422-carson-web-thornton-1036.jpg","216713","image/jpeg"
"long-now","2","long-now/02-Long-Now-speaker-programming-reference.jpg","Long Now","Long Now speaker programming reference","https://static.longnow.org/2026/04/Eric-Ries-.jpg","142020","image/jpeg"
"long-now","3","long-now/03-Thoughtful-science-and-future-oriented-salon-format.jpg","Long Now","Thoughtful science and future-oriented salon format","https://static.longnow.org/2025/10/lynn-rothschild-.jpg","190107","image/jpeg"
"long-now","4","long-now/04-Long-Now-talk-artwork-for-a-future-thinking-founder-discussion.jpg","Long Now","Long Now talk artwork for a future-thinking founder discussion","https://static.longnow.org/2025/08/life-intelligence-consciousness----1-.jpg","242180","image/jpeg"
"artist-studio-hop","1","artist-studio-hop/01-Minnesota-Street-Project-gallery-opening-with-large-scale-media-work.jpg","Flickr / r00s","Minnesota Street Project gallery opening with large-scale media work","https://live.staticflickr.com/8733/28447344565_1d7e183d21_b.jpg","197163","image/jpeg"
"artist-studio-hop","2","artist-studio-hop/02-Open-Studio-gallery-wall-during-a-San-Francisco-studio-event.jpg","Flickr / Tarin Towers","Open Studio gallery wall during a San Francisco studio event","https://live.staticflickr.com/31/61853807_54b705da5a_b.jpg","92431","image/jpeg"
"artist-studio-hop","3","artist-studio-hop/03-Artwork-installed-at-Minnesota-Street-Project.jpg","Flickr / Steve Rhodes","Artwork installed at Minnesota Street Project","https://live.staticflickr.com/65535/51667560966_cea9ff48d9_b.jpg","53872","image/jpeg"
"artist-studio-hop","4","artist-studio-hop/04-Contemporary-gallery-work-at-Minnesota-Street-Project.jpg","Flickr / Steve Rhodes","Contemporary gallery work at Minnesota Street Project","https://live.staticflickr.com/65535/54998482780_ef3c23226f_b.jpg","147453","image/jpeg"
"haight-ramble","1","haight-ramble/01-Amoeba-Music-on-Haight-Street.jpg","Flickr / lolita montana","Amoeba Music on Haight Street","https://live.staticflickr.com/4199/35117718692_dfe4518e99_b.jpg","268587","image/jpeg"
"haight-ramble","2","haight-ramble/02-Rainbow-mural-in-Haight-Ashbury.jpg","Flickr / Wally Gobetz","Rainbow mural in Haight-Ashbury","https://live.staticflickr.com/2456/3965275109_ba3d333e51_b.jpg","297050","image/jpeg"
"haight-ramble","3","haight-ramble/03-Amoeba-Music-Haight-Ashbury-storefront.jpg","Flickr / EP Holcomb","Amoeba Music Haight-Ashbury storefront","https://live.staticflickr.com/8299/7988985829_bdf65bcd97_b.jpg","186293","image/jpeg"
"haight-ramble","4","haight-ramble/04-Haight-Ashbury-neighborhood-mural.jpg","Flickr / Boortz47","Haight-Ashbury neighborhood mural","https://live.staticflickr.com/4908/31985715758_9ca2db7d10_b.jpg","255957","image/jpeg"
"seward-slides","1","seward-slides/01-Looking-down-the-steep-Seward-Street-concrete-slides.jpg","Inside Guide to San Francisco","Looking down the steep Seward Street concrete slides","https://www.inside-guide-to-san-francisco-tourism.com/images/seward-slides-top-view.jpg","124429","image/jpeg"
"seward-slides","2","seward-slides/02-The-two-concrete-chutes-at-Seward-Mini-Park.jpg","Inside Guide to San Francisco","The two concrete chutes at Seward Mini Park","https://www.inside-guide-to-san-francisco-tourism.com/images/seward-street-slides-drop.jpg","120662","image/jpeg"
"seward-slides","3","seward-slides/03-Seward-Mini-Park-view-of-the-slides-and-surrounding-greenery.jpg","Inside Guide to San Francisco","Seward Mini Park view of the slides and surrounding greenery","https://www.inside-guide-to-san-francisco-tourism.com/images/seward-slides-park-view.jpg","90292","image/jpeg"
"seward-slides","4","seward-slides/04-Top-of-the-Seward-Street-Slides-before-the-ride-down.jpg","Inside Guide to San Francisco","Top of the Seward Street Slides before the ride down","https://www.inside-guide-to-san-francisco-tourism.com/images/seward-slides-top.jpg","91479","image/jpeg"
"tiled-stairs","1","tiled-stairs/01-16th-Avenue-Tiled-Steps-mosaic-stairway.jpg","Flickr / Tom Hilton","16th Avenue Tiled Steps mosaic stairway","https://live.staticflickr.com/3910/14594555866_a50b5f765d_b.jpg","379323","image/jpeg"
"tiled-stairs","2","tiled-stairs/02-View-from-the-16th-Avenue-Tiled-Steps.jpg","Flickr / gregpoo","View from the 16th Avenue Tiled Steps","https://live.staticflickr.com/5091/5423105390_2fc5386f13_b.jpg","293840","image/jpeg"
"tiled-stairs","3","tiled-stairs/03-Hidden-Garden-Steps-in-San-Francisco-s-Inner-Sunset.jpg","Flickr","Hidden Garden Steps in San Francisco's Inner Sunset","https://live.staticflickr.com/3763/19045346713_9c02156571_b.jpg","267700","image/jpeg"
"tiled-stairs","4","tiled-stairs/04-Moraga-16th-Avenue-mosaic-stairs-detail.jpg","Flickr / Riex","Moraga / 16th Avenue mosaic stairs detail","https://live.staticflickr.com/3755/20015222128_53f28b5d73_b.jpg","329908","image/jpeg"
"spark-social","1","spark-social/01-Spark-Social-SF-food-truck-park-in-Mission-Bay.jpg","Spark Social SF","Spark Social SF food-truck park in Mission Bay","https://visitsparksocial.com/wp-content/uploads/sites/8202/2024/01/DJI_0383-2-1.jpg","1566613","image/jpeg"
"spark-social","2","spark-social/02-Spark-Social-SF-pop-up-food-trucks-in-Mission-Bay.jpg","Flickr / Sergio Ruiz","Spark Social SF pop-up food trucks in Mission Bay","https://live.staticflickr.com/4904/44133753320_ebffdca1da_b.jpg","369780","image/jpeg"
"spark-social","3","spark-social/03-Casual-outdoor-seating-and-food-truck-gathering-space.jpg","Spark Social SF","Casual outdoor seating and food-truck gathering space","https://visitsparksocial.com/wp-content/uploads/sites/8202/2025/12/DSC00589-1-1.jpg","884912","image/jpeg"
"spark-social","4","spark-social/04-Food-truck-vendor-moment-at-Spark-Social.jpg","Spark Social SF","Food-truck vendor moment at Spark Social","https://visitsparksocial.com/wp-content/uploads/sites/8202/2025/12/senor-sisig-spark-2.jpg","992368","image/jpeg"
"ferry-building-market","1","ferry-building-market/01-Ferry-Plaza-Farmers-Market-tents-and-crowds-outside-the-Ferry-Building.jpg","Foodwise","Ferry Plaza Farmers Market tents and crowds outside the Ferry Building","https://foodwise.org/wp-content/uploads/2026/01/Ferry_Plaza_FM_Photo_Logo_Foodwise.jpg","487422","image/jpeg"
"ferry-building-market","2","ferry-building-market/02-Back-plaza-market-activity-with-chefs-vendors-and-gathering-space.jpg","Foodwise","Back plaza market activity with chefs, vendors, and gathering space","https://foodwise.org/wp-content/uploads/2025/09/FPFM_Chefs_Back_Plaza_2024_Foodwise.jpg","552778","image/jpeg"
"ferry-building-market","3","ferry-building-market/03-Ferry-Plaza-lunch-crowd-and-vendor-scene.jpg","Foodwise","Ferry Plaza lunch crowd and vendor scene","https://foodwise.org/wp-content/uploads/2025/09/FPFM_Thursday_Lunch_2024_Foodwise.jpg","707585","image/jpeg"
"ferry-building-market","4","ferry-building-market/04-Market-stand-with-shoppers-and-prepared-food-energy.jpg","Foodwise","Market stand with shoppers and prepared-food energy","https://foodwise.org/wp-content/uploads/2021/11/CUESA_EUS_stand-1.jpg","1071236","image/jpeg"
"japantown-food","1","japantown-food/01-Japantown-Peace-Plaza-and-neighborhood-arrival-moment.jpg","SF Japantown","Japantown Peace Plaza and neighborhood arrival moment","https://www.sfjapantown.org/wp-content/uploads/2019/12/japantown-hero.jpg","622433","image/jpeg"
"japantown-food","2","japantown-food/02-Japantown-sushi-and-restaurant-stop.jpg","SF Japantown","Japantown sushi and restaurant stop","https://www.sfjapantown.org/wp-content/uploads/2019/11/eat-sushi-1.jpg","258462","image/jpeg"
"japantown-food","3","japantown-food/03-Cultural-food-stop-for-a-Japantown-tasting-route.jpg","SF Japantown","Cultural food stop for a Japantown tasting route","https://www.sfjapantown.org/wp-content/uploads/2019/11/experience-cultural-cuisine-600x450.jpg","45416","image/jpeg"
"japantown-food","4","japantown-food/04-Japantown-shops-and-street-level-exploration.jpg","SF Japantown","Japantown shops and street-level exploration","https://www.sfjapantown.org/wp-content/uploads/2019/11/Explore-JapantownSF.jpg","170432","image/jpeg"
"north-beach-chinatown","1","north-beach-chinatown/01-North-Beach-deli-tasting-stop-with-a-guide-and-small-group.jpg","Happy To Visit","North Beach deli tasting stop with a guide and small group","https://i.happytovisit.com/tour/san-francisco-north-beach-chinatown-food-history-tour-t431357-1.jpg","100075","image/jpeg"
"north-beach-chinatown","2","north-beach-chinatown/02-Chinatown-sidewalk-food-tour-stop-with-a-guide.jpg","Happy To Visit","Chinatown sidewalk food-tour stop with a guide","https://i.happytovisit.com/tour/san-francisco-north-beach-chinatown-authentic-food-tour-t510294-1.jpg","114126","image/jpeg"
"north-beach-chinatown","3","north-beach-chinatown/03-Walking-route-through-North-Beach-and-Chinatown-tasting-stops.jpg","Happy To Visit","Walking route through North Beach and Chinatown tasting stops","https://i.happytovisit.com/tour/san-francisco-north-beach-chinatown-food-history-tour-t431357-3.jpg","101336","image/jpeg"
"north-beach-chinatown","4","north-beach-chinatown/04-Small-group-neighborhood-food-walk-between-Chinatown-and-North-Beach.jpg","Happy To Visit","Small-group neighborhood food walk between Chinatown and North Beach","https://i.happytovisit.com/tour/san-francisco-north-beach-chinatown-authentic-food-tour-t510294-4.jpg","52031","image/jpeg"
"giants-game","1","giants-game/01-Sunny-Oracle-Park-game-with-a-full-crowd-and-bay-views.jpg","SF Tourism Tips","Sunny Oracle Park game with a full crowd and bay views","https://www.sftourismtips.com/images/giants-oracle-july.jpg","181013","image/jpeg"
"giants-game","2","giants-game/02-Giants-home-game-atmosphere-at-Oracle-Park.jpg","SF Tourism Tips","Giants home-game atmosphere at Oracle Park","https://www.sftourismtips.com/images/giants-august.jpg","100340","image/jpeg"
"giants-game","3","giants-game/03-Oracle-Park-group-outing-view-from-the-stands.jpg","SF Tourism Tips","Oracle Park group outing view from the stands","https://www.sftourismtips.com/images/sf-giants-september.jpg","106638","image/jpeg"
"giants-game","4","giants-game/04-Evening-Giants-game-with-crowd-energy-and-field-view.jpg","SF Tourism Tips","Evening Giants game with crowd energy and field view","https://www.sftourismtips.com/images/giants-home-game-october.jpg","172930","image/jpeg"
"warriors-game","1","warriors-game/01-Warriors-home-game-inside-Chase-Center-with-the-court-and-crowd-visible.jpg","SF Tourism Tips","Warriors home game inside Chase Center with the court and crowd visible","https://www.sftourismtips.com/images/warriors-march-sports.jpg","174074","image/jpeg"
"warriors-game","2","warriors-game/02-Chase-Center-basketball-night-with-fans-in-the-arena.jpg","SF Tourism Tips","Chase Center basketball night with fans in the arena","https://www.sftourismtips.com/images/warriors-november-sports.jpg","228185","image/jpeg"
"warriors-game","3","warriors-game/03-Chase-Center-premium-lounge-setting-for-pregame-or-postgame-hosting.jpg","Chase Center","Chase Center premium lounge setting for pregame or postgame hosting","https://cdn.warriors.com/chasecenter_com/cc-courtsidelounge-2.jpg","254879","image/jpeg"
"warriors-game","4","warriors-game/04-Private-event-hospitality-setup-inside-Chase-Center.jpg","Chase Center","Private-event hospitality setup inside Chase Center","https://cdn.warriors.com/chasecenter_com/cc-host-private-event.jpg","242758","image/jpeg"
"founder-run-club","1","founder-run-club/01-Golden-Gate-Running-Club-group-run-with-a-friendly-social-feel.jpg","Golden Gate Running Club","Golden Gate Running Club group run with a friendly, social feel","https://images.squarespace-cdn.com/content/v1/6689abcbd4412e3dec1377be/2cf367ef-5d85-48ca-8299-1314ebc32f1d/IMG_5674.jpg","978182","image/jpeg"
"founder-run-club","2","founder-run-club/02-Small-pace-group-on-a-foggy-San-Francisco-route.jpg","Golden Gate Running Club","Small pace group on a foggy San Francisco route","https://images.squarespace-cdn.com/content/v1/6689abcbd4412e3dec1377be/52ae59b4-7d23-435c-a005-9da4641e02d7/IMG_5886.jpg","765626","image/jpeg"
"founder-run-club","3","founder-run-club/03-Sunny-post-run-group-photo-before-coffee-or-brunch.jpg","Golden Gate Running Club","Sunny post-run group photo before coffee or brunch","https://images.squarespace-cdn.com/content/v1/6689abcbd4412e3dec1377be/1780887593401-Z83KZZP6CJNC9F8CLLMH/image-asset.jpeg","1368882","image/jpeg"
"founder-run-club","4","founder-run-club/04-Trail-style-SF-run-option-for-a-higher-energy-founder-group.jpg","Golden Gate Running Club","Trail-style SF run option for a higher-energy founder group","https://images.squarespace-cdn.com/content/v1/6689abcbd4412e3dec1377be/e29321e5-c761-4b64-9ed5-abc4efd11f27/IMG_5959.jpg","1457704","image/jpeg"
"climbing-night","1","climbing-night/01-Movement-San-Francisco-rope-walls-and-climbing-terrain.jpg","Movement San Francisco","Movement San Francisco rope walls and climbing terrain","https://movementgyms.com/app/uploads/sites/30/2025/12/rope-climbing_SFO_MVMT_2025_039-1600x1067.jpg","326873","image/jpeg"
"climbing-night","2","climbing-night/02-Climber-on-a-Movement-SF-wall-during-a-rope-session.jpg","Movement San Francisco","Climber on a Movement SF wall during a rope session","https://movementgyms.com/app/uploads/sites/30/2025/12/rope-climbing_SFO_MVMT_2025_066-1024x683.jpg","126158","image/jpeg"
"climbing-night","3","climbing-night/03-Bouldering-area-at-Movement-San-Francisco.jpg","Movement San Francisco","Bouldering area at Movement San Francisco","https://movementgyms.com/app/uploads/sites/30/2025/12/bouldering_SFO_MVMT_2025_050-1600x1067.jpg","303292","image/jpeg"
"climbing-night","4","climbing-night/04-Small-group-getting-coaching-before-a-bouldering-session.jpg","Movement San Francisco","Small group getting coaching before a bouldering session","https://movementgyms.com/app/uploads/sites/30/2025/12/bouldering-programs_SFO_MVMT_2025_001-1024x683.jpg","115918","image/jpeg"
"yoga-brunch","1","yoga-brunch/01-Outdoor-Yoga-SF-beach-class-with-the-Golden-Gate-Bridge-in-view.png","Outdoor Yoga SF","Outdoor Yoga SF beach class with the Golden Gate Bridge in view","https://images.squarespace-cdn.com/content/v1/62193ba47263892475701d45/d8a89dd8-242b-41ca-9c0c-1bdab3fe8b63/Screen+Shot+2022-04-17+at+2.37.15+PM.png","1183935","image/png"
"yoga-brunch","2","yoga-brunch/02-Waterfront-yoga-setting-for-a-calm-morning-founder-event.jpg","Outdoor Yoga SF","Waterfront yoga setting for a calm morning founder event","https://images.squarespace-cdn.com/content/v1/62193ba47263892475701d45/2d90198a-9b45-4731-a6f7-07e36dbe3e9b/water.jpg","87130","image/jpeg"
"yoga-brunch","3","yoga-brunch/03-Group-yoga-moment-outdoors-closer-to-the-actual-class-experience.jpg","Outdoor Yoga SF","Group yoga moment outdoors, closer to the actual class experience","https://images.squarespace-cdn.com/content/v1/62193ba47263892475701d45/002d229a-919a-4fc3-8341-a716f8dab28b/other.jpg","32970","image/jpeg"
"yoga-brunch","4","yoga-brunch/04-Treasure-Island-waterfront-setting-for-a-brunch-with-views-option.jpg","Treasure Island San Francisco","Treasure Island waterfront setting for a brunch-with-views option","https://cms.tisf.com/wp-content/uploads/2026/04/og-image.jpg","441548","image/jpeg"
"coastal-cleanup","1","coastal-cleanup/01-Ocean-Beach-cleanup-volunteers-with-buckets.webp","Golden Gate National Parks Conservancy","Ocean Beach cleanup volunteers with buckets","https://www.parksconservancy.org/sites/default/files/styles/card_2x/public/resource-gallery/OCBE_20190921_RCW_3_2x1.jpg.webp?itok=IjdKQQL5","182522","image/webp"
"coastal-cleanup","2","coastal-cleanup/02-Cleanup-check-in-table-at-Ocean-Beach.webp","Golden Gate National Parks Conservancy","Cleanup check-in table at Ocean Beach","https://www.parksconservancy.org/sites/default/files/styles/card_2x/public/resource-gallery/OCBE_20190921_RCW_1_2x1.jpg.webp?itok=xlUqBqM2","59154","image/webp"
"coastal-cleanup","3","coastal-cleanup/03-California-Coastal-Cleanup-Day-volunteer-collecting-litter-near-the-Bay.jpg","California Coastal Commission","California Coastal Cleanup Day volunteer collecting litter near the Bay","https://www.coastal.ca.gov/publiced/ccd/gallery/29.jpg","69639","image/jpeg"
"coastal-cleanup","4","coastal-cleanup/04-Cleanup-group-with-recovered-shoreline-debris.jpg","California Coastal Commission","Cleanup group with recovered shoreline debris","https://www.coastal.ca.gov/publiced/ccd/gallery/30.jpg","119324","image/jpeg"
"sunday-streets-founder-ride","1","sunday-streets-founder-ride/01-Open-street-play-and-activity-zone-at-Sunday-Streets-SF.jpg","Sunday Streets SF","Open street play and activity zone at Sunday Streets SF","https://sundaystreetssf.com/wp-content/uploads/2017/01/WEB_EX_GAMEROS_1057.jpg","249865","image/jpeg"
"sunday-streets-founder-ride","2","sunday-streets-founder-ride/02-Bike-friendly-Sunday-Streets-setup.jpg","Sunday Streets SF","Bike-friendly Sunday Streets setup","https://sundaystreetssf.com/wp-content/uploads/2017/01/DSC6435-e1484159605757.jpg","183454","image/jpeg"
"sunday-streets-founder-ride","3","sunday-streets-founder-ride/03-Neighborhood-street-activation-with-music-and-local-energy.jpg","Sunday Streets SF","Neighborhood street activation with music and local energy","https://sundaystreetssf.com/wp-content/uploads/2021/12/DSC0440_FotorAutoT2Tv10Tcsharp5Lw-40-scaled.jpg","705466","image/jpeg"
"sunday-streets-founder-ride","4","sunday-streets-founder-ride/04-Sunday-Streets-performance-and-crowd-moment.jpg","Sunday Streets SF","Sunday Streets performance and crowd moment","https://sundaystreetssf.com/wp-content/uploads/2017/01/WEB_TL_GAMEROS_IMG_9356.jpg","140107","image/jpeg"
"downtown-first-thursdays","1","downtown-first-thursdays/01-Downtown-First-Thursdays-street-crowd-on-2nd-Street.jpg","Downtown First Thursdays","Downtown First Thursdays street crowd on 2nd Street","https://images.squarespace-cdn.com/content/v1/66035432ff74660bfd13c29e/056a8945-e4ce-420d-a106-dfab47da4dd2/CrowdShots_3.jpg","541577","image/jpeg"
"downtown-first-thursdays","2","downtown-first-thursdays/02-Night-crowd-and-stage-energy-at-DFT.jpg","Downtown SF","Night crowd and stage energy at DFT","https://img.ctykit.com/cdn/ca-downtown-sf/images/tr:w-1800/dscf5605.jpg","348095","image/jpeg"
"downtown-first-thursdays","3","downtown-first-thursdays/03-DFT-street-scene-with-food-vendors-and-downtown-crowds.jpg","Downtown SF","DFT street scene with food, vendors, and downtown crowds","https://img.ctykit.com/cdn/ca-downtown-sf/images/tr:w-1800/dscf7507.jpg","474083","image/jpeg"
"downtown-first-thursdays","4","downtown-first-thursdays/04-Packed-downtown-block-party-moment-at-DFT.jpg","Downtown SF","Packed downtown block party moment at DFT","https://img.ctykit.com/cdn/ca-downtown-sf/images/tr:w-1800/crowd-shot-and-doloresaurus.jpg","332343","image/jpeg"
"yerba-buena-festival","1","yerba-buena-festival/01-Outdoor-concert-crowd-at-Yerba-Buena-Gardens-Festival.jpg","Yerba Buena Gardens Festival","Outdoor concert crowd at Yerba Buena Gardens Festival","https://ybgfestival.org/wp-content/uploads/2024/11/102624_KOKOROKO_JadaImani_creditAmalBisharat_DSC_5964.jpg","1363352","image/jpeg"
"yerba-buena-festival","2","yerba-buena-festival/02-Festival-performance-on-the-Yerba-Buena-stage.jpg","Yerba Buena Gardens Festival","Festival performance on the Yerba Buena stage","https://ybgfestival.org/wp-content/uploads/2016/10/Las-Cafeteras-with-flowers.jpg","152020","image/jpeg"
"yerba-buena-festival","3","yerba-buena-festival/03-Dance-performance-in-the-Gardens.jpg","Yerba Buena Gardens Festival","Dance performance in the Gardens","https://ybgfestival.org/wp-content/uploads/2020/01/071319_RAWDance_creditAmalBisharatPhotography_0953.jpg","131638","image/jpeg"
"yerba-buena-festival","4","yerba-buena-festival/04-Yerba-Buena-Gardens-event-lawn-and-performance-setting.jpg","Yerba Buena Gardens","Yerba Buena Gardens event lawn and performance setting","https://yerbabuenagardens.org/wp-content/uploads/2024/08/festival-hero.jpg","395743","image/jpeg"
"sandcastle-classic","1","sandcastle-classic/01-Leap-Sandcastle-Classic-team-build-on-Ocean-Beach.jpg","Leap Sandcastle Classic","Leap Sandcastle Classic team build on Ocean Beach","https://leapsandcastleclassic.org/wp-content/uploads/2016/05/22643441870_f1f416a4d0_o-1024x683.jpg","128885","image/jpeg"
"sandcastle-classic","2","sandcastle-classic/02-Large-scale-sculptural-sandcastle-at-the-competition.jpg","Leap Sandcastle Classic","Large-scale sculptural sandcastle at the competition","https://leapsandcastleclassic.org/wp-content/uploads/2016/05/castle-sanddroids.jpg","121338","image/jpeg"
"sandcastle-classic","3","sandcastle-classic/03-Finished-sand-sculpture-with-crowds-on-Ocean-Beach.jpg","Leap Arts in Education","Finished sand sculpture with crowds on Ocean Beach","https://images.squarespace-cdn.com/content/v1/58dc5176d1758edf8484a234/1494883681627-WZVKK1A429UGBQ55RD6S/22817914782_8d7d77ae71_k.jpg","1233829","image/jpeg"
"sandcastle-classic","4","sandcastle-classic/04-Sandcastle-Classic-beach-build-with-teams-and-spectators.jpg","Leap Arts in Education","Sandcastle Classic beach build with teams and spectators","https://images.squarespace-cdn.com/content/v1/58dc5176d1758edf8484a234/1494883681734-36KMPSH0LXLYOKBE4MVO/30088664004_28c0dd3155_k.jpg","429223","image/jpeg"
"bay-area-passport","1","bay-area-passport/01-YC-founder-group-gathering-as-the-anchor-for-passport-style-programming.png","Y Combinator","YC founder group gathering as the anchor for passport-style programming","https://www.ycombinator.com/blog/content/images/2022/09/ycombinator_announcement_1200x603-1.png","719981","image/png"
"bay-area-passport","2","bay-area-passport/02-Presidio-outdoor-gathering-checkpoint-for-a-city-exploration-passport.jpg","Presidio","Presidio outdoor gathering checkpoint for a city-exploration passport","https://wp.presidio.gov/wp-content/uploads/2026/04/A7R00699.jpg","5225826","image/jpeg"
"bay-area-passport","3","bay-area-passport/03-Golden-Gate-viewpoint-stop-for-a-Bay-Area-passport-route.jpg","Presidio","Golden Gate viewpoint stop for a Bay Area passport route","https://wp.presidio.gov/wp-content/uploads/2024/04/CharityVargasPhoto_BatteryEast_I1C9785-1.jpg","546662","image/jpeg"
"bay-area-passport","4","bay-area-passport/04-Visitor-center-style-checkpoint-for-stamps-routes-and-group-meetups.jpg","Presidio","Visitor-center style checkpoint for stamps, routes, and group meetups","https://wp.presidio.gov/wp-content/uploads/2023/07/2.1.66-Presidio-Visitor-Center.jpg","303182","image/jpeg"
